state,district,crop,soil_type,water_source,sowing_month,avg_temp,rainfall,yield_per_acre,market_price
Maharashtra,Thane,Onion,Clay,Rain-fed,10,17,196,8.1,2082
Maharashtra,Nagpur,Onion,Loamy,Borewell,2,16,59,9.44,1930
Tamil Nadu,Salem,Tomato,Sandy,Borewell,1,16,171,9.1,2418
Karnataka,Bangalore Urban,Coconut,Clay,Rain-fed,12,18,76,30.32,40
Maharashtra,Nagpur,Wheat,Sandy Loam,Rain-fed,3,19,184,1.39,2172
Karnataka,Mandya,Rice,Clay,Rain-fed,10,16,202,1.59,2583
Tamil Nadu,Madurai,Chilli,Loamy,River,5,16,155,1.38,14066
Karnataka,Mysore,Tomato,Loamy,Canal,4,29,250,11.71,2473
Maharashtra,Thane,Coconut,Red,River,3,28,263,57.89,25
Karnataka,Bangalore Urban,Potato,Black,Tank,3,15,92,17.42,2252
Maharashtra,Pune,Potato,Sandy Loam,Tank,12,16,117,17.12,2084
Maharashtra,Nashik,Coconut,Black,Tank,12,27,80,65.84,35
Karnataka,Dharwad,Maize,Loamy,Tank,3,24,265,3.52,2489
Tamil Nadu,Salem,Wheat,Sandy Loam,Borewell,6,19,46,1.53,1971
Tamil Nadu,Madurai,Onion,Laterite,River,2,20,241,8.4,2343
Karnataka,Mysore,Coconut,Sandy,Borewell,5,13,192,28.37,31
Tamil Nadu,Salem,Chilli,Red,Canal,6,29,229,1.7,12652
Karnataka,Bangalore Urban,Rice,Sandy Loam,River,11,27,191,2.4,2498
Karnataka,Mysore,Chilli,Black,River,3,15,52,1.26,15312
Tamil Nadu,Chennai,Wheat,Laterite,Tank,7,31,70,0.82,1948
Karnataka,Mandya,Coconut,Loamy,Borewell,6,32,172,69.25,27
Tamil Nadu,Chennai,Onion,Loamy,River,3,31,56,7.16,1987
Karnataka,Mandya,Coconut,Clay,Rain-fed,10,21,60,34.9,37
Karnataka,Dharwad,Maize,Red,Tank,1,18,102,2.85,2232
Maharashtra,Nashik,Coconut,Red,River,8,19,51,39.73,29
Tamil Nadu,Salem,Onion,Alluvial,Rain-fed,9,30,291,7.34,2065
Maharashtra,Thane,Wheat,Sandy,Borewell,1,37,257,0.55,2376
Tamil Nadu,Madurai,Tomato,Alluvial,Borewell,5,28,207,12.66,2472
Tamil Nadu,Salem,Chilli,Sandy Loam,Tank,4,27,79,1.66,11592
Karnataka,Bangalore Urban,Potato,Black,Canal,1,34,119,11.04,2082
Karnataka,Mysore,Coconut,Laterite,Borewell,3,34,248,54.3,35
Tamil Nadu,Chennai,Potato,Clay,Tank,3,30,216,11.44,1626
Karnataka,Dharwad,Coconut,Sandy Loam,Rain-fed,7,30,25,40.63,34
Karnataka,Mysore,Onion,Laterite,Rain-fed,11,18,288,7.64,2691
Tamil Nadu,Chennai,Wheat,Red,Rain-fed,7,35,157,0.6,1940
Tamil Nadu,Salem,Wheat,Laterite,Borewell,9,18,157,1.56,1827
Maharashtra,Nagpur,Wheat,Alluvial,Canal,6,17,203,1.75,2071
Karnataka,Mysore,Coconut,Black,Rain-fed,4,15,255,40.79,30
Maharashtra,Nagpur,Tomato,Alluvial,Tank,5,16,40,10.72,2128
Karnataka,Dharwad,Chilli,Red,Tank,7,36,124,1.36,16968
Tamil Nadu,Salem,Maize,Sandy,Rain-fed,10,20,107,2.56,1979
Karnataka,Belagavi,Onion,Sandy,Canal,5,27,114,6.44,1997
Tamil Nadu,Coimbatore,Chilli,Loamy,Borewell,4,37,134,1.52,12663
Maharashtra,Nagpur,Wheat,Laterite,Borewell,10,26,152,1.14,2356
Karnataka,Mysore,Coconut,Clay,Rain-fed,10,12,205,33.81,41
Karnataka,Mandya,Tomato,Laterite,Borewell,5,23,179,13.29,2592
Tamil Nadu,Madurai,Tomato,Clay,Tank,1,35,273,7.5,2690
Karnataka,Haveri,Chilli,Sandy,Rain-fed,6,27,169,1.61,13323
Tamil Nadu,Chennai,Maize,Alluvial,Tank,11,16,235,2.85,1998
Karnataka,Mandya,Wheat,Black,River,9,24,28,1.19,2407
Maharashtra,Nagpur,Coconut,Red,Borewell,5,34,56,51.54,22
Maharashtra,Pune,Maize,Sandy Loam,Rain-fed,1,31,73,1.88,2056
Maharashtra,Thane,Maize,Sandy Loam,Borewell,3,13,291,2.58,2002
Karnataka,Dharwad,Rice,Loamy,Tank,8,35,172,1.92,2503
Maharashtra,Thane,Potato,Loamy,Borewell,2,20,278,21.92,1464
Tamil Nadu,Madurai,Rice,Sandy Loam,Rain-fed,11,35,232,1.81,2102
Tamil Nadu,Chennai,Coconut,Black,Tank,7,36,64,50.32,26
Maharashtra,Thane,Chilli,Red,Canal,11,22,74,1.63,14828
Karnataka,Mandya,Tomato,Sandy,Rain-fed,1,29,230,8.7,3218
Maharashtra,Pune,Tomato,Clay,Rain-fed,6,26,70,9.17,2053
Maharashtra,Pune,Maize,Loamy,Rain-fed,12,32,169,2.75,2327
Karnataka,Bangalore Urban,Potato,Red,River,4,23,73,15.27,2019
Karnataka,Dharwad,Tomato,Sandy Loam,Borewell,5,28,138,11.61,3004
Tamil Nadu,Salem,Tomato,Loamy,Borewell,2,20,203,12.84,2260
Karnataka,Bangalore Urban,Wheat,Sandy,River,9,12,84,1.24,2787
Karnataka,Haveri,Onion,Alluvial,Canal,6,17,169,8.8,2490
Tamil Nadu,Madurai,Wheat,Sandy Loam,Tank,12,22,123,1.25,2106
Tamil Nadu,Salem,Wheat,Sandy Loam,Tank,6,24,250,1.15,1779
Karnataka,Haveri,Maize,Laterite,Canal,1,28,41,2.93,2049
Karnataka,Bangalore Urban,Rice,Laterite,Borewell,5,26,76,2.63,2536
Maharashtra,Pune,Tomato,Clay,River,3,31,134,8.9,2374
Tamil Nadu,Salem,Rice,Red,Rain-fed,9,30,87,2.23,1948
Karnataka,Belagavi,Tomato,Sandy Loam,Borewell,6,34,141,8.55,2876
Maharashtra,Pune,Maize,Alluvial,Tank,6,12,136,2.17,1666
Tamil Nadu,Coimbatore,Onion,Alluvial,Tank,9,30,204,6.59,2334
Tamil Nadu,Madurai,Onion,Red,River,8,18,216,7.36,2290
Karnataka,Mysore,Potato,Alluvial,River,7,31,270,11.08,1795
Karnataka,Haveri,Onion,Loamy,Rain-fed,9,34,131,6.09,2909
Maharashtra,Nagpur,Rice,Red,Rain-fed,5,34,281,1.62,1563
Tamil Nadu,Salem,Chilli,Alluvial,River,5,19,280,1.66,13710
Maharashtra,Nagpur,Chilli,Sandy,River,6,12,105,0.97,11812
Maharashtra,Thane,Onion,Red,Canal,3,32,137,5.78,2150
Tamil Nadu,Salem,Maize,Sandy Loam,Tank,2,29,275,2.51,1830
Karnataka,Dharwad,Chilli,Black,Canal,5,36,134,1.57,13664
Karnataka,Haveri,Rice,Black,Borewell,3,20,81,2.56,2484
Tamil Nadu,Madurai,Potato,Black,Rain-fed,3,12,41,14.14,1760
Maharashtra,Nashik,Potato,Alluvial,River,12,12,167,15.77,2081
Maharashtra,Thane,Chilli,Black,Tank,7,26,61,2.15,12081
Karnataka,Bangalore Urban,Potato,Loamy,Borewell,9,16,107,21.14,2141
Karnataka,Dharwad,Chilli,Laterite,Tank,4,19,282,1.3,17071
Maharashtra,Pune,Onion,Laterite,Borewell,6,27,237,8.13,1680
Karnataka,Belagavi,Wheat,Alluvial,Rain-fed,11,37,282,0.73,2895
Maharashtra,Nagpur,Tomato,Sandy,River,2,16,32,8.38,2600
Maharashtra,Nashik,Tomato,Black,Tank,7,26,238,13.29,2308
Karnataka,Mandya,Wheat,Alluvial,Tank,4,31,29,0.86,2514
Maharashtra,Nagpur,Chilli,Loamy,Tank,5,33,94,1.49,12730
Karnataka,Belagavi,Maize,Clay,River,12,22,163,3.23,2644
Karnataka,Haveri,Onion,Alluvial,River,3,20,70,9.94,2223
Maharashtra,Pune,Chilli,Sandy,Tank,3,21,279,1.37,14873
Maharashtra,Thane,Rice,Clay,River,8,38,66,1.34,2078
Tamil Nadu,Madurai,Maize,Black,Canal,12,20,45,3.12,1840
Karnataka,Bangalore Urban,Onion,Sandy Loam,Rain-fed,9,27,207,7.47,2486
Maharashtra,Thane,Wheat,Sandy Loam,River,7,38,154,0.64,1719
Karnataka,Mandya,Chilli,Red,River,11,15,136,1.32,18936
Tamil Nadu,Salem,Coconut,Red,Borewell,5,38,21,46.97,29
Maharashtra,Thane,Maize,Loamy,Rain-fed,8,15,174,2.81,1755
Maharashtra,Nagpur,Onion,Laterite,River,11,12,257,6.76,2071
Maharashtra,Pune,Rice,Sandy,Canal,10,26,247,2.12,1934
Maharashtra,Nashik,Onion,Loamy,Rain-fed,9,38,170,4.55,1940
Tamil Nadu,Chennai,Onion,Black,Tank,5,16,160,8.22,1861
Karnataka,Mandya,Maize,Black,Canal,3,22,176,3.49,2300
Karnataka,Mysore,Rice,Clay,Canal,8,37,147,1.72,2540
Karnataka,Bangalore Urban,Chilli,Clay,River,7,18,111,1.48,13597
Karnataka,Mysore,Rice,Laterite,Rain-fed,3,31,257,1.86,2634
Maharashtra,Nagpur,Maize,Sandy Loam,Borewell,6,12,191,2.42,1490
Karnataka,Haveri,Tomato,Black,Tank,11,32,178,10.37,2872
Karnataka,Bangalore Urban,Onion,Alluvial,Canal,2,38,156,5.37,2904
Maharashtra,Nagpur,Tomato,Sandy,Borewell,12,29,200,9.53,2594
Maharashtra,Nagpur,Wheat,Alluvial,River,10,30,183,1.01,2494
Karnataka,Bangalore Urban,Rice,Red,River,7,26,94,2.31,2062
Maharashtra,Pune,Wheat,Black,Canal,11,36,137,0.81,2620
Maharashtra,Nagpur,Coconut,Sandy,River,3,15,192,29.48,32
Maharashtra,Nashik,Tomato,Laterite,Canal,1,13,59,8.01,2551
Tamil Nadu,Salem,Onion,Sandy,Rain-fed,5,31,226,5.52,1761
Tamil Nadu,Madurai,Tomato,Sandy,Canal,11,27,111,9.64,2972
Maharashtra,Nagpur,Coconut,Alluvial,Rain-fed,1,13,291,35.61,26
Maharashtra,Nashik,Rice,Black,Rain-fed,4,21,140,2.18,2212
Karnataka,Haveri,Tomato,Black,River,2,15,151,10.23,3194
Tamil Nadu,Coimbatore,Coconut,Sandy,Borewell,10,12,92,30.49,29
Karnataka,Mysore,Potato,Black,Borewell,1,26,278,16.89,1941
Tamil Nadu,Chennai,Wheat,Sandy,Tank,3,28,158,0.77,2207
Maharashtra,Nashik,Maize,Alluvial,Tank,11,16,106,2.59,1992
Karnataka,Belagavi,Onion,Laterite,Rain-fed,2,22,101,8.91,2506
Tamil Nadu,Madurai,Potato,Clay,Borewell,8,20,92,19.53,1734
Maharashtra,Nashik,Rice,Laterite,River,5,35,172,1.7,2012
Maharashtra,Nagpur,Chilli,Sandy,River,2,29,149,1.4,14529
Maharashtra,Nagpur,Tomato,Sandy,River,10,29,207,8.7,2488
Maharashtra,Nashik,Coconut,Red,Tank,6,18,293,39.12,26
Karnataka,Belagavi,Maize,Laterite,Tank,7,13,114,2.28,1950
Maharashtra,Pune,Onion,Sandy,Canal,2,13,259,5.74,2317
Karnataka,Bangalore Urban,Potato,Laterite,Borewell,10,25,46,16.25,2543
Tamil Nadu,Salem,Tomato,Sandy,Canal,10,15,225,8.72,2574
Maharashtra,Nagpur,Tomato,Sandy Loam,Tank,12,12,264,8.16,2412
Karnataka,Haveri,Rice,Red,River,3,22,181,2.05,2619
Tamil Nadu,Chennai,Coconut,Alluvial,Tank,3,14,285,37.5,25
Karnataka,Bangalore Urban,Wheat,Clay,Tank,6,24,25,1.14,2052
Karnataka,Haveri,Wheat,Sandy Loam,River,1,24,293,1.19,2431
Karnataka,Haveri,Potato,Loamy,Tank,11,12,52,15.87,2660
Tamil Nadu,Madurai,Potato,Sandy,River,4,28,20,11.24,1958
Maharashtra,Nashik,Wheat,Laterite,Rain-fed,8,23,72,0.92,2118
Tamil Nadu,Madurai,Onion,Clay,Canal,4,38,170,4.2,1912
Maharashtra,Thane,Potato,Laterite,Canal,9,27,24,13.16,1894
Tamil Nadu,Salem,Rice,Sandy,Tank,2,16,205,1.42,1779
Maharashtra,Thane,Maize,Black,River,9,18,200,2.93,2058
Maharashtra,Nashik,Coconut,Sandy,Canal,1,29,126,54.84,27
Karnataka,Mandya,Wheat,Red,Rain-fed,2,15,282,1.48,2807
Maharashtra,Thane,Coconut,Red,River,10,19,264,40.5,27
Tamil Nadu,Chennai,Potato,Loamy,Tank,7,24,205,17.77,1655
Karnataka,Belagavi,Onion,Black,Tank,4,12,184,6.62,2347
Karnataka,Mandya,Tomato,Clay,Borewell,6,25,292,11.76,2516
Tamil Nadu,Coimbatore,Potato,Black,Borewell,3,19,269,19.24,1951
Maharashtra,Pune,Tomato,Clay,Tank,8,22,181,10.75,2036
Tamil Nadu,Coimbatore,Potato,Laterite,Canal,4,37,111,7.71,1468
Tamil Nadu,Madurai,Wheat,Loamy,River,5,24,134,1.26,1787
Maharashtra,Nagpur,Potato,Loamy,Tank,5,17,100,18.33,1536
Tamil Nadu,Salem,Chilli,Loamy,Canal,6,22,282,2.08,11703
Maharashtra,Nagpur,Tomato,Sandy Loam,Rain-fed,4,19,178,10.11,2439
Maharashtra,Nashik,Maize,Clay,River,7,16,47,2.61,1871
Maharashtra,Thane,Chilli,Clay,Tank,10,31,88,1.51,16404
Maharashtra,Thane,Wheat,Alluvial,Rain-fed,6,35,178,0.67,2182
Maharashtra,Nagpur,Tomato,Alluvial,Tank,10,26,247,11.67,2752
Tamil Nadu,Chennai,Tomato,Loamy,Canal,10,26,53,13.3,2979
Maharashtra,Thane,Coconut,Black,Rain-fed,8,19,20,34.94,27
Karnataka,Dharwad,Wheat,Black,Rain-fed,2,16,195,1.66,2401
Maharashtra,Nashik,Wheat,Sandy,Canal,1,20,50,1.25,1902
Karnataka,Haveri,Wheat,Sandy,River,9,23,59,1.14,2389
Karnataka,Belagavi,Wheat,Red,Borewell,9,24,77,1.28,2761
Karnataka,Haveri,Wheat,Sandy,Borewell,5,12,292,1.45,2162
Karnataka,Belagavi,Tomato,Clay,Rain-fed,2,26,229,11.9,3285
Maharashtra,Thane,Coconut,Clay,Tank,12,28,202,56.77,32
Maharashtra,Nashik,Chilli,Laterite,Borewell,7,19,63,1.46,11926
Karnataka,Haveri,Wheat,Sandy,Rain-fed,2,32,247,0.64,2296
Tamil Nadu,Madurai,Maize,Black,Canal,9,38,196,2.04,1714
Karnataka,Mandya,Potato,Red,River,8,28,291,12.37,1918
Maharashtra,Pune,Wheat,Sandy,Borewell,2,25,178,1.13,1950
Maharashtra,Thane,Rice,Alluvial,Tank,7,14,70,1.66,2020
Maharashtra,Pune,Chilli,Red,Tank,3,37,130,1.26,13397
Maharashtra,Nashik,Rice,Sandy,Borewell,1,13,275,1.35,1892
Tamil Nadu,Salem,Potato,Black,Rain-fed,7,21,74,15.77,1370
Tamil Nadu,Madurai,Maize,Clay,Tank,4,32,57,2.21,1645
Tamil Nadu,Chennai,Potato,Sandy,River,6,17,296,13.43,1493
Maharashtra,Pune,Potato,Alluvial,Borewell,5,34,190,10.78,1578
Maharashtra,Nashik,Chilli,Sandy,Tank,7,37,25,0.95,11566
Maharashtra,Nashik,Rice,Alluvial,Borewell,1,15,112,2.14,2287
Maharashtra,Thane,Rice,Sandy,Borewell,4,18,37,1.63,1819
Maharashtra,Nagpur,Maize,Laterite,Canal,1,13,300,2.32,1646
Tamil Nadu,Coimbatore,Potato,Clay,River,11,31,282,9.97,1919
Karnataka,Bangalore Urban,Maize,Red,Canal,7,16,170,2.9,2015
Maharashtra,Pune,Chilli,Sandy Loam,Canal,6,38,208,1.24,13372
Karnataka,Mandya,Wheat,Black,Rain-fed,6,20,85,1.45,2293
Maharashtra,Nashik,Wheat,Sandy,Canal,1,28,294,0.83,2188
Karnataka,Belagavi,Potato,Alluvial,Canal,12,29,164,14.08,2298
Karnataka,Dharwad,Rice,Black,Canal,8,37,171,2.01,2183
Tamil Nadu,Coimbatore,Tomato,Red,Canal,2,19,63,11.45,2365
Karnataka,Belagavi,Onion,Black,River,5,28,289,6.91,2314
Karnataka,Belagavi,Tomato,Red,Rain-fed,12,22,182,11.71,3009
Karnataka,Mysore,Rice,Laterite,River,5,35,114,1.6,1975
Karnataka,Bangalore Urban,Wheat,Loamy,River,8,15,186,1.6,2795
Tamil Nadu,Madurai,Coconut,Sandy Loam,River,7,14,226,34.67,28
Tamil Nadu,Coimbatore,Tomato,Sandy,Borewell,10,17,48,9.67,2709
Tamil Nadu,Madurai,Coconut,Alluvial,Canal,11,25,114,70.74,36
Karnataka,Mandya,Rice,Sandy Loam,Canal,4,27,284,2.26,2554
Maharashtra,Nagpur,Tomato,Black,Tank,1,12,180,9.2,2468
Karnataka,Bangalore Urban,Wheat,Laterite,Borewell,11,22,135,1.47,2550
Tamil Nadu,Coimbatore,Potato,Clay,River,7,38,24,7.04,1792
Tamil Nadu,Salem,Chilli,Sandy Loam,River,1,18,265,1.32,13543
Karnataka,Belagavi,Tomato,Laterite,Borewell,6,25,79,13.16,2565
Karnataka,Dharwad,Coconut,Sandy Loam,Rain-fed,3,26,269,53.82,36
Tamil Nadu,Madurai,Maize,Red,Tank,10,21,29,2.65,2227
Tamil Nadu,Coimbatore,Tomato,Laterite,Canal,2,16,235,9.99,2329
Karnataka,Mandya,Rice,Red,Rain-fed,1,25,289,2.29,2233
Maharashtra,Nashik,Maize,Black,Borewell,8,23,297,3.67,2023
Maharashtra,Nagpur,Wheat,Loamy,Borewell,6,29,27,1.06,1896
Karnataka,Belagavi,Rice,Black,Rain-fed,8,16,94,1.97,2400
Karnataka,Dharwad,Coconut,Black,Borewell,4,32,96,66.11,37
Maharashtra,Nashik,Potato,Sandy Loam,Rain-fed,11,25,274,15.49,1708
Karnataka,Dharwad,Wheat,Red,Borewell,9,30,265,1.03,2827
Tamil Nadu,Chennai,Wheat,Sandy,Borewell,12,28,183,0.88,2621
Tamil Nadu,Coimbatore,Tomato,Black,River,8,25,207,12.17,2575
Karnataka,Belagavi,Tomato,Laterite,Borewell,6,25,271,11.77,2391
Maharashtra,Thane,Chilli,Alluvial,Borewell,2,16,104,1.54,12257
Karnataka,Dharwad,Tomato,Sandy Loam,Tank,10,30,136,10.69,2910
Karnataka,Mysore,Onion,Sandy,Rain-fed,9,25,297,6.31,2154
Tamil Nadu,Salem,Onion,Loamy,Tank,3,28,189,7.47,2146
Tamil Nadu,Chennai,Chilli,Red,Borewell,5,22,109,1.79,11957
Karnataka,Dharwad,Chilli,Red,River,1,28,83,1.74,13811
Maharashtra,Thane,Coconut,Alluvial,Tank,3,19,89,46.41,28
Maharashtra,Thane,Wheat,Loamy,River,11,25,91,1.14,2008
Maharashtra,Nagpur,Rice,Sandy Loam,Tank,10,19,161,1.88,1937
Maharashtra,Pune,Potato,Red,Canal,1,32,226,11.53,1615
Karnataka,Haveri,Coconut,Sandy,River,2,19,260,34.38,38
Tamil Nadu,Coimbatore,Maize,Laterite,Tank,1,21,291,3.01,1582
Maharashtra,Pune,Chilli,Alluvial,Borewell,6,19,137,1.77,11094
Karnataka,Haveri,Chilli,Black,Tank,8,35,68,1.37,16328
Karnataka,Haveri,Tomato,Black,Canal,6,37,195,9.02,2296
Tamil Nadu,Madurai,Onion,Black,Canal,11,38,178,4.73,2223
Tamil Nadu,Salem,Rice,Red,Borewell,9,38,297,1.61,2171
Tamil Nadu,Salem,Wheat,Sandy,Tank,2,20,241,1.06,2065
Maharashtra,Pune,Wheat,Sandy Loam,Borewell,5,38,250,0.65,1921
Tamil Nadu,Madurai,Wheat,Black,River,7,23,236,1.34,1806
Karnataka,Dharwad,Rice,Sandy Loam,Rain-fed,8,23,160,2.32,2295
Karnataka,Mysore,Wheat,Loamy,Borewell,5,13,214,1.98,2467
Maharashtra,Nagpur,Coconut,Laterite,Canal,11,28,257,65.31,35
Maharashtra,Thane,Wheat,Clay,Tank,9,26,299,1.15,1783
Maharashtra,Thane,Chilli,Sandy,Borewell,2,14,195,1.16,12609
Maharashtra,Nagpur,Onion,Laterite,Tank,10,27,186,6.69,2241
Maharashtra,Nagpur,Chilli,Clay,Rain-fed,6,14,231,1.26,13153
Karnataka,Bangalore Urban,Coconut,Sandy Loam,Rain-fed,2,28,37,45.87,39
Tamil Nadu,Chennai,Onion,Sandy,Tank,11,30,258,5.56,2518
Tamil Nadu,Coimbatore,Coconut,Laterite,Tank,6,32,190,55.31,29
Maharashtra,Pune,Tomato,Alluvial,Tank,2,22,208,12.18,2516
Tamil Nadu,Salem,Wheat,Sandy,Canal,7,30,114,0.8,2147
Maharashtra,Thane,Wheat,Loamy,Tank,9,13,65,1.57,1877
Maharashtra,Thane,Onion,Red,Rain-fed,8,32,54,4.93,1988
Karnataka,Dharwad,Wheat,Laterite,Borewell,8,36,125,0.77,2801
Maharashtra,Pune,Maize,Black,Rain-fed,4,36,277,2.18,1816
Maharashtra,Nashik,Onion,Clay,Tank,4,36,50,4.58,2316
Karnataka,Haveri,Rice,Sandy,River,3,16,217,1.56,2738
Maharashtra,Pune,Coconut,Red,Tank,7,30,261,51.86,26
Tamil Nadu,Salem,Chilli,Clay,River,10,17,205,1.22,16540
Karnataka,Mandya,Wheat,Black,Canal,5,26,49,1.17,2165
Karnataka,Bangalore Urban,Coconut,Sandy Loam,Tank,7,26,103,61.25,34
Tamil Nadu,Coimbatore,Potato,Black,Rain-fed,3,14,190,16.28,1901
Maharashtra,Pune,Tomato,Sandy Loam,Borewell,1,30,213,10.48,2422
Tamil Nadu,Chennai,Tomato,Black,Canal,10,19,81,11.43,2402
Maharashtra,Pune,Potato,Clay,Rain-fed,3,17,95,16.0,1782
Maharashtra,Thane,Wheat,Sandy,Rain-fed,10,32,65,0.52,2348
Karnataka,Dharwad,Tomato,Sandy Loam,Rain-fed,1,24,121,12.48,3049
Maharashtra,Pune,Rice,Sandy Loam,Rain-fed,7,21,113,2.13,1649
Maharashtra,Nashik,Coconut,Red,Tank,1,34,174,44.93,27
Tamil Nadu,Chennai,Rice,Sandy Loam,Borewell,3,28,226,2.48,2250
Maharashtra,Pune,Coconut,Laterite,Canal,5,12,40,36.93,30
Karnataka,Mysore,Chilli,Sandy Loam,Tank,9,20,234,1.39,15159
Karnataka,Mysore,Rice,Loamy,Rain-fed,3,12,65,1.21,2199
Tamil Nadu,Salem,Rice,Alluvial,Borewell,2,28,74,2.79,1727
Tamil Nadu,Salem,Chilli,Red,River,7,31,108,1.44,13972
Tamil Nadu,Chennai,Rice,Black,River,11,23,66,2.5,1943
Karnataka,Belagavi,Potato,Sandy Loam,Canal,7,16,153,16.93,1978
Maharashtra,Thane,Tomato,Sandy,River,8,22,60,9.46,2129
Maharashtra,Thane,Wheat,Sandy,Canal,7,21,176,1.18,1843
Tamil Nadu,Madurai,Chilli,Alluvial,Canal,2,30,122,2.04,12946
Tamil Nadu,Chennai,Chilli,Clay,Tank,2,24,44,1.78,11980
Maharashtra,Pune,Rice,Laterite,Tank,7,33,117,1.85,1959
Maharashtra,Nashik,Potato,Sandy Loam,River,8,38,296,7.4,1679
Karnataka,Mysore,Tomato,Black,River,2,16,261,9.81,3257
Karnataka,Bangalore Urban,Onion,Red,River,7,27,154,6.53,2067
Maharashtra,Pune,Rice,Laterite,Tank,3,22,88,2.38,1824
Tamil Nadu,Chennai,Tomato,Clay,Tank,10,20,213,9.71,2304
Maharashtra,Nagpur,Coconut,Clay,River,5,23,59,47.71,26
Tamil Nadu,Madurai,Coconut,Sandy,Borewell,2,17,63,38.97,27
Maharashtra,Thane,Wheat,Black,Borewell,3,27,296,1.31,2202
Tamil Nadu,Madurai,Tomato,Red,River,9,33,46,8.24,2541
Tamil Nadu,Salem,Onion,Alluvial,Rain-fed,2,25,58,7.21,2077
Tamil Nadu,Salem,Maize,Alluvial,Borewell,12,38,241,2.27,1994
Karnataka,Haveri,Tomato,Alluvial,River,10,36,58,8.05,3039
Tamil Nadu,Coimbatore,Maize,Loamy,River,3,12,113,2.08,1835
Tamil Nadu,Salem,Potato,Loamy,Canal,2,14,92,19.59,1593
Karnataka,Haveri,Potato,Clay,Tank,7,17,22,15.77,2176
Maharashtra,Thane,Chilli,Clay,Rain-fed,4,16,41,1.04,13953
Maharashtra,Pune,Coconut,Sandy Loam,Tank,10,19,142,40.41,29
Maharashtra,Nashik,Onion,Sandy,Borewell,4,12,164,5.69,2220
Maharashtra,Thane,Rice,Sandy Loam,Borewell,1,33,39,1.94,1832
Maharashtra,Thane,Tomato,Clay,Tank,9,13,77,8.58,2031
Karnataka,Mandya,Tomato,Alluvial,Rain-fed,2,26,276,11.5,2940
Karnataka,Bangalore Urban,Wheat,Sandy Loam,Canal,4,13,138,1.7,2609
Maharashtra,Thane,Chilli,Red,Borewell,5,27,204,1.9,13003
Karnataka,Bangalore Urban,Potato,Sandy Loam,Canal,1,37,63,8.82,2040
Karnataka,Haveri,Potato,Laterite,River,10,30,208,12.44,2373
Maharashtra,Thane,Rice,Red,Tank,4,34,105,1.66,2263
Karnataka,Dharwad,Wheat,Sandy Loam,Borewell,9,23,104,1.24,2756
Karnataka,Dharwad,Coconut,Loamy,Tank,2,29,220,58.59,32
Karnataka,Bangalore Urban,Wheat,Red,Borewell,12,29,21,0.93,2568
Maharashtra,Thane,Coconut,Sandy Loam,Canal,3,31,48,62.61,27
Karnataka,Mysore,Tomato,Loamy,Rain-fed,6,21,268,12.01,2844
Maharashtra,Thane,Wheat,Alluvial,River,9,24,300,1.16,2060
Tamil Nadu,Chennai,Chilli,Clay,Borewell,2,12,293,1.15,14286
Maharashtra,Nagpur,Wheat,Clay,Rain-fed,8,21,155,1.27,2001
Tamil Nadu,Chennai,Coconut,Sandy Loam,River,8,38,212,38.26,29
Maharashtra,Nashik,Rice,Sandy Loam,Rain-fed,1,23,289,2.16,1796
Karnataka,Mysore,Wheat,Black,Tank,1,28,93,0.99,2474
Tamil Nadu,Madurai,Rice,Loamy,Tank,5,21,26,2.52,1591
Tamil Nadu,Chennai,Wheat,Red,River,10,20,24,1.29,2361
Maharashtra,Pune,Maize,Sandy,Rain-fed,4,28,298,2.57,1592
Karnataka,Mysore,Coconut,Laterite,Rain-fed,12,38,296,44.24,41
Tamil Nadu,Salem,Maize,Sandy Loam,Canal,11,29,113,3.01,1939
Maharashtra,Pune,Wheat,Red,River,2,16,112,1.55,1995
Tamil Nadu,Coimbatore,Potato,Clay,Rain-fed,3,19,199,17.53,1676
Karnataka,Haveri,Maize,Red,River,9,22,262,3.05,2490
Karnataka,Haveri,Maize,Red,Tank,7,23,78,3.05,2076
Tamil Nadu,Madurai,Tomato,Clay,River,8,22,272,11.28,2250
Karnataka,Haveri,Rice,Sandy Loam,River,4,16,255,1.73,2593
Karnataka,Belagavi,Onion,Alluvial,Borewell,9,34,74,6.85,2187
Tamil Nadu,Madurai,Chilli,Laterite,Borewell,1,14,86,1.23,13479
Karnataka,Bangalore Urban,Onion,Clay,Borewell,5,27,184,8.28,2465
Karnataka,Mysore,Wheat,Loamy,River,3,24,110,1.22,2903
Maharashtra,Pune,Tomato,Loamy,Borewell,6,17,177,12.2,2203
Maharashtra,Nashik,Wheat,Alluvial,Tank,11,26,32,1.19,2029
Tamil Nadu,Chennai,Wheat,Alluvial,Tank,11,14,24,1.61,2189
Maharashtra,Thane,Maize,Alluvial,Borewell,7,25,134,3.78,1711
Maharashtra,Nashik,Potato,Alluvial,Tank,9,37,176,7.71,1682
Maharashtra,Nashik,Rice,Red,River,7,21,148,2.13,1588
Tamil Nadu,Salem,Tomato,Loamy,Borewell,8,18,93,12.6,2320
Maharashtra,Thane,Chilli,Red,Tank,5,37,208,1.16,12106
Karnataka,Belagavi,Wheat,Alluvial,Canal,11,35,108,0.73,3186
Tamil Nadu,Chennai,Wheat,Clay,Borewell,7,17,164,1.82,2189
Karnataka,Dharwad,Tomato,Alluvial,Tank,11,28,232,10.58,3016
